Name, BaseDamage, BaseDamageType, AreaDamageType, DetDamageType, ShieldDamageType, LargeGridModifier, SmallGridModifier, ArmorModifier, LightArmorModifier, HeavyArmorModifier, NonArmorModifier, ShieldsModifier, ShieldBypass, FragmentName, FragmentQuanty, FragmentDegrees, BBHRadius, BBHDamage, BBHDepth, BBHMaxAbsorb, BBHFalloff, EOLRadius, EOLDamage, EOLDepth, EOLMaxAbsorb, EOLFalloff, AccelPerSec, MaxSpeed, MaxTrajectory, MaxLifeTime
SomnusFXshots, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, SomnusFXshots3, 10, 360, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 5000, 7000, 900
SomnusFXshots2, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, SomnusFXshots3, 5, 180, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 5000, 7000, 900
SomnusFXshots3, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 50, 20, 60
SomnusFXshots4, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 50, 20, 60
Cerberus Gauss, 47500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1.3, -1, Cerberus_Shrap, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 5000, 7000, 900
Cerberus_Shrap, 35000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 19.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 5000, 50, 900
Cerberus Gauss, 47500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1.3, -1, Cerberus_Shrap, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 5000, 7000, 900
Cerberus_Shrap, 35000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 19.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 5000, 50, 900
Cerberus Gauss, 47500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1.3, -1, Cerberus_Shrap, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 5000, 7000, 900
Cerberus_Shrap, 35000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 19.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 5000, 50, 900
Ceis Gauss, 9000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 1.55, -1, -1, 0.45, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 3500, 3500, 900
Carnifex, 8000, Energy, Energy, Energy, Energy, -1, -1, 0.45, -1, -1, 1.75, 2.25, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 4, 2000, 1, 0, Pooled, 0, 3500, 3500, 0
Silvius Gauss, 47500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 0.01, -1, -1, 2, 6, -1, GaussER_Shrap, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 5000, 7000, 900
GaussER_Shrap, 50000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.4, 2, 0.01, 10, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 5000, 50, 900
Erebos Ammo, 200, Energy, Energy, Energy, Energy, 1, 1, -1, -1, -1, -1, 1, -1, Erebos Ammo AOE, 5, 270, 0, 0, 0, 0, NoFallOff, 45, 45000, 45, 0, Pooled, 0, 1400, 4500, 240
Erebos Ammo AOE, 1000, Energy, Energy, Energy, Energy, 1, 1, -1, -1, -1, 0.01, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 16, 15000, 16, 0, Pooled, 0, 8000, 75, 6
BFG, 16500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, 2, 2, 8, 0.5, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Pooled, 0, 5000, 20000, 0
Autocoil_Ammo_A, 5000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, AutoCoil_Shrap, 18, 80, 0, 0, 0, 0, NoFallOff, 8, 26600, 3, 5000, Pooled, 0, 2400, 10000, 0
AutoCoil_Shrap, 11055, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 350, 20, 0
AutoCoil_VFX1, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2400, 10000, 0
AutoCoil_VFX2, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2400, 15000, 0
AutoCoil_VFX3, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2400, 15000, 0
Autocoil_Ammo_A, 5000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, AutoCoil_Shrap, 18, 80, 0, 0, 0, 0, NoFallOff, 8, 26600, 3, 5000, Pooled, 0, 2400, 10000, 0
AutoCoil_Shrap, 11055, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 350, 20, 0
AutoCoil_VFX1, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2400, 10000, 0
AutoCoil_VFX2, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2400, 15000, 0
AutoCoil_VFX3, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2400, 15000, 0
Taiidani Interceptor, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 1, -1, -1, 0.5, 1, -1, Taiidan Interceptor Attack, 1, 1, 0, 0, 0, 0, NoFallOff, 6, 1000, 4, 0, NoFalloff, 600, 1000, 1000000, 36000
Taiidan Interceptor Attack, 2500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 2500, 900
Taiidan Interceptor Missile Attack, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 30, 1000, 0, 0, NoFalloff, 60, 1000, 0, 0, NoFalloff, 1500, 1800, 5000, 1900
taiidandebrisP, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, taiidandebris1, 1, 15, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 1, 200, 0
taiidandebris1, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris2, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris3, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris4, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
Taiidani Interceptor, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 1, -1, -1, 0.5, 1, -1, Taiidan Interceptor Attack, 1, 1, 0, 0, 0, 0, NoFallOff, 6, 1000, 4, 0, NoFalloff, 600, 1000, 1000000, 36000
Taiidan Interceptor Attack, 2500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 2500, 900
Taiidan Interceptor Missile Attack, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 30, 1000, 0, 0, NoFalloff, 60, 1000, 0, 0, NoFalloff, 1500, 1800, 5000, 1900
taiidandebrisP, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, taiidandebris1, 1, 15, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 1, 200, 0
taiidandebris1, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris2, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris3, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris4, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
Taiidani Bomber, 50000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 1, -1, -1, 0.5, 6, -1, Taiidan Bomber Attack, 1, 0.2, 0, 0, 0, 0, NoFallOff, 6, 1000, 4, 0, Linear, 450, 600, 1000000, 36000
Taiidan Bomber Attack, 10000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 30000, Pooled, 250, 1000, 4000, 900
taiidandebrisP, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, taiidandebris1, 1, 15, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 1, 200, 0
taiidandebris1, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris2, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris3, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris4, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
Taiidani Interceptor, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 1, -1, -1, 0.5, 1, -1, Taiidan Interceptor Attack, 1, 1, 0, 0, 0, 0, NoFallOff, 6, 1000, 4, 0, NoFalloff, 600, 1000, 1000000, 36000
Taiidan Interceptor Attack, 2500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 2500, 900
Taiidan Interceptor Missile Attack, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 30, 1000, 0, 0, NoFalloff, 60, 1000, 0, 0, NoFalloff, 1500, 1800, 5000, 1900
taiidandebrisP, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, taiidandebris1, 1, 15, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 1, 200, 0
taiidandebris1, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris2, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris3, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris4, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
Taiidani Bomber, 50000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 1, -1, -1, 0.5, 6, -1, Taiidan Bomber Attack, 1, 0.2, 0, 0, 0, 0, NoFallOff, 6, 1000, 4, 0, Linear, 450, 600, 1000000, 36000
Taiidan Bomber Attack, 10000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 30000, Pooled, 250, 1000, 4000, 900
taiidandebrisP, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, taiidandebris1, 1, 15, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 1, 200, 0
taiidandebris1, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris2, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris3, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris4, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
Taiidani Bomber, 50000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 1, -1, -1, 0.5, 6, -1, Taiidan Bomber Attack, 1, 0.2, 0, 0, 0, 0, NoFallOff, 6, 1000, 4, 0, Linear, 450, 600, 1000000, 36000
Taiidan Bomber Attack, 10000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 30000, Pooled, 250, 1000, 4000, 900
taiidandebrisP, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, taiidandebris1, 1, 15, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 1, 200, 0
taiidandebris1, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris2, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris3, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris4, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
Taiidani Bomber, 50000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 1, -1, -1, 0.5, 6, -1, Taiidan Bomber Attack, 1, 0.2, 0, 0, 0, 0, NoFallOff, 6, 1000, 4, 0, Linear, 450, 600, 1000000, 36000
Taiidan Bomber Attack, 10000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 30000, Pooled, 250, 1000, 4000, 900
taiidandebrisP, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, taiidandebris1, 1, 15, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 1, 200, 0
taiidandebris1, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris2, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris3, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris4, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
Taiidani Interceptor, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 1, -1, -1, 0.5, 1, -1, Taiidan Interceptor Attack, 1, 1, 0, 0, 0, 0, NoFallOff, 6, 1000, 4, 0, NoFalloff, 600, 1000, 1000000, 36000
Taiidan Interceptor Attack, 2500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 2500, 900
Taiidan Interceptor Missile Attack, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 30, 1000, 0, 0, NoFalloff, 60, 1000, 0, 0, NoFalloff, 1500, 1800, 5000, 1900
taiidandebrisP, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, taiidandebris1, 1, 15, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 1, 200, 0
taiidandebris1, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris2, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris3, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
taiidandebris4, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 400, 900
banshee shot main, 1000, Energy, Energy, Energy, Energy, -1, -1, 3, -1, -1, 0.5, 6, -1, banshee shot Acceleration, 1, 0.2, 0, 0, 0, 0, NoFallOff, 6, 68000, 4, 0, Linear, 450, 500, 1000000, 36000
banshee shot Acceleration, 111, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 10000, 5, 0, Linear, 0, 300, 1800, 900
banshee plasma shot Acceleration, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 10000, 1.5, 0, Pooled, 0, 300, 900, 900
longsword shot main, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, 0.5, 6, 1, Longsword Nuke Acceleration, 1, 0.2, 0, 0, 0, 0, NoFallOff, 6, 68000, 4, 0, Linear, 450, 500, 1000000, 36000
longsword napalm base, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, longsword napalm timespawn, 1, 0, 0, 0, 0, 0, NoFallOff, 1.5, 100000, 1.5, 0, Pooled, 0, 300, 1300, 900
longsword napalm timespawn, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, longsword napalm frag, 1, 360, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0.01, 100, 900
longsword napalm frag, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, Pooled, 0, 300, 200, 900
Longsword Nuke Acceleration, 111, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Longsword Nuke Terminal, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 110, 3700, 10000, 8000
Longsword Nuke Terminal, 10, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Longsword Nuke Frag, 24, 180, 0, 0, 0, 0, NoFallOff, 12, 45000, 6, 0, Linear, 110, 3700, 4000, 500
Longsword Nuke Frag, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 6, 33500, 4, 0, Linear, 0, 1250, 16, 1
SubterraneanSun, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, SubterraneanSunStage2, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 500, 500, 5000, 300
SubterraneanSunStage2, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, SubterraneanSunStage2SuccParticleInvis, 10, 360, 0, 0, 0, 0, NoFallOff, 100, 5000000, 100, 0, Pooled, 0, 1E-08, 5000, 3600
SubterraneanSunStage2SuccParticleInvis, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, SubterraneanSunStage2SuccParticleVisible, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 100, 100, 2000, 600
SubterraneanSunStage2SuccParticleVisible, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 100, 1000, 1800, 600
SubterraneanSunStage2EWARTimespawn, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, SubterraneanSunStage2EWARPattern, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1E-08, 1000, 3600
SubterraneanSunStage2EWARPattern, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1E-08, 1000, 60
Davy Crockett, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Davy Crockett Acceleration, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 800, 210, 45000, 0
Davy Crockett Acceleration, 111, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Davy_Flare, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 110, 670, 45000, 8000
Davy Crockett Terminal, 10, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Davy Crockett Frag, 12, 180, 0, 0, 0, 0, NoFallOff, 12, 45000, 6, 0, Linear, 420, 670, 45000, 8000
Davy Crockett Frag, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 6, 33500, 4, 0, Linear, 0, 1250, 16, 1
Davy_Flare, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Pooled, 475, 675, 3500, 560
Davy Crockett Smart, 1000, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Davy Crockett Acceleration Smart, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 200, 110, 12000, 240
Davy Crockett Acceleration Smart, 10, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Davy Crockett Terminal, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 110, 370, 20000, 2050
OPA Heavy Torp LockTone, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 0, 0, Pooled, 30000, 30000, 20000, 600
OPA Heavy Torp LockTone Terminal, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 0, 0, Pooled, 30000, 30000, 20000, 600
Bullet_AMS, 100, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1800, 2500, 150
